ablation,environment_seed,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,raw_episode_reward,sample_action_fraction
no_coordination_constraint,1008,0.23633156966490299,0.763668430335097,19.21250666666685,27.813389786660803,0.017218003485380166,9.490162037037036,43.333333333333336,62.666666666666664,175.66666666666666,0.875,0.20679012345679013,-247.34999999999891,0.6053240740740741
no_coordination_constraint,1009,0.29392446633825947,0.7060755336617405,19.27917333333352,27.58535144988277,0.020199809544036253,9.206597222222223,42.333333333333336,57.666666666666664,179.0,0.8741319444444443,0.25692876528005837,-216.97533333333396,0.6180555555555555
no_coordination_constraint,1010,0.3413078149920255,0.6586921850079744,19.22917333333352,27.87536673639651,0.01818012042135103,9.245659722222221,42.333333333333336,58.0,181.33333333333334,0.9019097222222222,0.3078288366117314,-170.51466666666695,0.6195023148148148
no_coordination_constraint,1011,0.26395173453996984,0.7360482654600302,19.295840000000187,27.8041058670549,0.013794058509416597,9.205439814814815,42.0,58.0,174.66666666666666,0.8263888888888888,0.21812678062678062,-243.4223333333323,0.6197916666666666
no_coordination_constraint,1012,0.3109452736318408,0.6890547263681593,18.8291733333335,27.719253047701116,0.024735979963439358,9.60619212962963,43.63333333333336,60.0,177.33333333333334,0.8472222222222222,0.2634397457158651,-214.53333333333237,0.6142939814814815
no_coordination_constraint,1013,0.27167630057803466,0.7283236994219653,19.562506666666874,27.505443767934835,0.019428752612036835,8.876157407407407,41.48333333333335,56.0,173.33333333333334,0.9147376543209877,0.24851254192535502,-212.3708888888892,0.6087962962962963
no_coordination_constraint,1014,0.3220338983050847,0.6779661016949152,18.97917333333351,27.16643055612605,0.028649422598092115,9.539641203703704,43.333333333333336,58.333333333333336,175.66666666666666,0.9328703703703703,0.3004158819836786,-175.62800000000027,0.6053240740740741
no_coordination_constraint,1015,0.36075949367088606,0.639240506329114,19.19584000000018,27.984652380248956,0.015240298136103525,9.109664351851853,42.333333333333336,57.0,177.0,0.945023148148148,0.3409260724331926,-156.26400000000044,0.6177662037037037
no_coordination_constraint,1016,0.32979976442873965,0.6702002355712603,19.645840000000206,27.74034214332949,0.016972029014150413,8.466435185185185,40.15000000000001,58.0,182.33333333333334,0.8697916666666666,0.2868570867687475,-186.77500000000035,0.6400462962962963
no_coordination_constraint,1017,0.34249713631156925,0.6575028636884307,19.029173333333507,27.709681216547505,0.015909677781766027,9.303819444444445,42.63333333333336,58.0,176.33333333333334,0.8509837962962963,0.29146481640575284,-161.21300000000065,0.6163194444444444
