policy,training_seed,environment_seed,scenario,regime,raw_episode_reward,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,samples_delivered,samples_requested,sample_rejections,channel_blocks,sleep_actions,sample_actions,sample_action_fraction
Refined QMIX,101.0,255,volatile,coordinated,111.62899999999989,0.6011560693641619,0.3988439306358381,11.24584000000001,27.953304344804867,0.21003815166714576,5.489583333333333,20.0,41.0,48.0,0.9835069444444444,0.5912411689145793,221,258,0,37,894,258,0.22395833333333334
Refined QMIX,101.0,256,volatile,coordinated,213.91600000000008,0.6622807017543859,0.3377192982456141,12.695840000000029,27.687588439428538,0.14014261106498785,5.907118055555555,23.0,51.0,61.0,0.9913194444444444,0.6565317373294346,250,308,0,58,844,308,0.2673611111111111
Refined QMIX,101.0,257,volatile,coordinated,184.72866666666678,0.620253164556962,0.379746835443038,12.445840000000015,27.963188607256747,0.02752620199170193,5.026041666666667,18.0,47.0,58.0,0.9780092592592593,0.6066133380215659,245,292,0,47,860,292,0.2534722222222222
Refined QMIX,101.0,258,volatile,coordinated,121.84766666666664,0.5301204819277109,0.4698795180722891,11.24584000000005,27.984731946618965,0.3018954336314069,5.454861111111111,21.0,42.0,44.0,0.9233217592592591,0.4894717759928603,221,263,0,42,889,263,0.2282986111111111
Refined QMIX,101.0,259,volatile,coordinated,144.3266666666666,0.5615384615384615,0.43846153846153846,12.345840000000061,27.893626635205926,0.16368954614626963,4.729166666666667,16.0,38.0,64.0,0.9380787037037036,0.526767272079772,243,284,0,41,868,284,0.2465277777777778
Refined QMIX,101.0,260,volatile,coordinated,199.9883333333334,0.5916955017301038,0.40830449826989623,13.295840000000034,27.697254408874727,0.02606993208173902,5.302951388888889,21.450000000000045,50.0,68.0,0.9525462962962964,0.5636173587081892,262,323,0,61,829,323,0.2803819444444444
Refined QMIX,101.0,261,volatile,coordinated,238.11,0.7028301886792453,0.2971698113207547,12.395840000000165,27.742416587635926,0.48539901517059486,5.129340277777778,18.0,40.0,51.0,0.9809027777777778,0.6894080843815514,244,285,0,41,867,285,0.24739583333333334
Refined QMIX,101.0,262,volatile,coordinated,102.10066666666664,0.5833333333333334,0.41666666666666663,10.845839999999987,27.942672104914493,0.016475880741579605,5.131944444444445,17.0,32.0,43.0,0.9589120370370369,0.5593653549382716,213,237,0,24,915,237,0.20572916666666666
Refined QMIX,101.0,263,volatile,coordinated,243.137,0.6182432432432432,0.3817567567567568,13.845840000000113,28.040497435208525,0.1698811264804651,4.762152777777778,19.0,38.0,66.0,0.9479166666666666,0.5860430743243242,273,329,0,56,823,329,0.2855902777777778
Refined QMIX,101.0,264,volatile,coordinated,137.60266666666655,0.6312849162011173,0.36871508379888274,11.295840000000078,27.75201512515734,0.3586359272728031,6.0859375,20.0,59.0,53.0,0.9832175925925927,0.6206904355472791,222,251,0,29,901,251,0.21788194444444445
